208338323,553850,17,2,0.0588235294117647,0.0588235294117647,0,0,0,1,0,0.16,0.54,1,0,0,0,0.0,0,0,0,0,1,0,94.05,8.116666666666667,94.16666666666669,0,1,1,1,0.1807549175970228,0.0861946902654867,0,94.16666666666669,1.0,1,1762197705,1762197705,0,1,0,0,5,0,546,1,0,0,1,0,1,1,1,0,0,0,1,0
208259553,553850,13,2,0.9230769230769232,0.0,0,0,0,1,0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,1,0,260.43333333333334,1.2833333333333334,260.6666666666667,0,1,1,1,0.0499168053244592,0.004923273657289,0,260.6666666666667,1.0,1,1762113440,1762113440,0,0,0,0,6,0,545,1,0,0,0,1,1,1,1,0,1,1,1,0
208194185,553850,13,1,0.7692307692307693,0.2307692307692307,3,0,0,1,0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,32,0,5.933333333333334,5.216666666666667,5.933333333333334,0,0,1,0,2.191011235955056,0.8792134831460674,0,5.933333333333334,32.0,0,1762056319,1762056319,0,0,0,0,5,0,544,0,0,0,0,1,1,1,1,0,1,1,1,1
208188065,553850,4,1,0.0,0.0,0,0,0,1,0,0.7,0.6000000000000001,1,0,0,0,0.0,0,0,0,0,1,0,97.98333333333332,2.85,98.01666666666668,0,1,1,1,0.0408232692634801,0.0290766876381567,0,98.01666666666668,1.0,1,1762049434,1762049434,0,0,0,0,5,0,544,1,0,0,0,0,1,1,1,0,1,1,1,0
208187312,553850,27,4,0.8888888888888888,0.0,0,0,0,1,0,0.5,0.5,1,0,0,0,0.0,0,0,0,0,4,0,68.48333333333333,4.783333333333333,72.43333333333334,0,1,1,1,0.3942565100997809,0.0660377358490566,0,72.43333333333334,4.0,1,1762048616,1762048616,0,0,0,0,5,0,544,1,0,0,0,1,0,1,1,0,1,1,1,0
208178893,553850,10,3,0.1,0.0,0,0,0,1,0,0.6,1.0,1,0,0,0,0.0,0,0,0,0,1,0,6.85,12.983333333333333,12.983333333333333,0,1,1,1,1.45985401459854,1.0,0,12.983333333333333,1.0,0,1762040116,1762040116,0,0,1,0,6,0,544,1,0,0,0,0,1,1,1,1,1,1,1,0
207824068,1245620,35,9,0.0285714285714285,0.0,0,0,0,1,0,-0.4,0.4,1,0,0,0,0.0,0,1,0,0,2,0,12.733333333333333,21.433333333333334,21.433333333333334,0,1,1,1,2.74869109947644,1.0,0,21.433333333333334,2.0,0,1761686911,1761686911,0,0,0,0,5,0,1338,1,0,0,1,0,0,1,1,0,1,1,1,0
207802488,1245620,4,1,0.0,0.0,0,0,0,1,0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,1,0,83.35,22.95,91.85,0,1,1,1,0.047990401919616,0.2498639085465432,0,91.85,1.0,1,1761669604,1761669604,0,0,0,0,5,0,1338,1,0,0,0,0,1,1,1,0,1,1,1,0
207769486,1245620,14,2,0.0,0.0,0,0,0,1,0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,1,0,99.75,0.0,99.75,0,1,1,1,0.1403508771929824,0.0,0,99.75,1.0,1,1761632308,1761632308,0,0,0,0,5,0,1337,1,0,0,0,0,1,1,1,0,1,1,1,0
207767203,1245620,14,3,0.0,0.0,0,0,0,1,0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,4,0,246.9833333333333,0.0,246.9833333333333,0,1,1,1,0.0566839867737364,0.0,0,246.9833333333333,4.0,1,1761628203,1761628203,0,0,0,0,5,0,1337,1,0,0,0,0,1,1,1,0,1,1,1,0
207717534,1245620,9,2,0.1111111111111111,0.0,0,0,0,1,0,0.7,0.6000000000000001,1,0,0,0,0.0,0,0,0,0,4,0,81.81666666666666,6.516666666666667,86.8,0,1,1,1,0.1100020370747606,0.0750768049155145,0,86.8,4.0,1,1761573600,1761573600,0,0,0,0,5,0,1337,1,0,0,0,0,1,1,1,0,1,1,1,0
207714484,1245620,61,13,0.0,0.0163934426229508,0,0,0,1,0,0.2099999999999999,0.48,1,0,0,0,0.0,0,0,0,0,2,0,97.4,3.8333333333333335,100.98333333333332,0,1,1,1,0.6262833675564682,0.0379600594157451,0,100.98333333333332,2.0,1,1761570557,1761570557,0,0,1,0,5,0,1337,1,0,0,0,0,0,1,1,1,1,1,1,0
207677115,1245620,11,1,0.0909090909090909,0.0,0,0,0,1,0,0.0,0.0,1,0,0,0,0.0,0,0,1,0,3,0,64.01666666666667,54.06666666666667,84.55,0,1,1,1,0.1718302525384014,0.6394638281095999,0,84.55,3.0,1,1761516973,1761516973,0,0,0,0,6,0,1336,1,0,0,1,0,1,1,1,0,1,1,1,0
49212971,1006510,28,4,0.0357142857142857,0.1071428571428571,3,0,0,1,0,0.0,0.0,1,6,0,0,1.0,6,0,0,0,1,0,0.35,0.0,1.1,0,1,1,1,80.0,0.0,1,1.1,1.0,0,1551021736,1551021736,0,0,0,0,5,1,999,1,1,1,0,0,0,1,0,0,1,1,1,1
