branch,auc_mean,auc_std,pr_mean,pr_std,train_s,test_s
0,0.6544307270233196,0.004326200033676641,0.41417821675419014,0.0076028660812538324,31.308301051457722,11.870658334096273
2,0.6526456332876086,0.005728733753471977,0.4103304432054753,0.006789923429643974,14.880829524993896,12.36030740737915
3,0.6571449474165525,0.004680906882277496,0.41635595324066316,0.006643517214551929,38.37112873395284,11.961453660329182
4,0.6555500685871056,0.005599246310992944,0.41713259036467654,0.006675549971024214,36.994368394215904,11.580895312627156
