branch,auc_mean,auc_std,pr_mean,pr_std,train_s,test_s
0,0.40475245653817077,0.009539496777455764,0.7018451404189161,0.0042153133506582134,3.5236051082611084,1.0183056672414144
2,0.4041477702191988,0.007312278170054215,0.7015340442790191,0.004871454269601618,3.557615041732788,0.9809576511383057
3,0.40831443688586533,0.00785620797727161,0.7030065571461775,0.003297197964639273,3.4717604955037435,1.0101750373840332
4,0.40890967498110353,0.008083859589133807,0.7035102289502535,0.004375584944723527,3.531929858525594,1.0066754659016928
