branch,auc_mean,auc_std,pr_mean,pr_std,train_s,test_s
0,0.907646657845142,0.004523946138691698,0.6385189914209423,0.009071826622970857,7.511750729878743,5.784227275848389
2,0.9074140903805284,0.0034702588754029927,0.6384347384407613,0.015526494454281168,7.089921728769938,5.774336163202921
3,0.9071414250771884,0.006509419462171718,0.637875043206168,0.01451965128396304,7.519284200668335,5.671220270792643
4,0.9108705240787519,0.002901199865019327,0.6502442208301473,0.012704417503260545,7.4629955609639484,5.849592272440592
