branch,auc_mean,auc_std,pr_mean,pr_std,train_s,test_s
0,0.4842998723520216,0.024550654848220395,0.4377209800546434,0.017631960145259504,22.341855748494467,47.68959253629048
2,0.48935114668043556,0.026736518732754917,0.44541469636161307,0.018043622330863596,19.666068935394286,49.7356475353241
3,0.4928773862283607,0.022250455348480407,0.44647689146047514,0.01959223551009895,23.454458888371786,47.628494056065875
4,0.49465929463735064,0.016276914620507562,0.4418261485584214,0.010877002673283025,23.148546012242637,47.038027079900104
