branch,auc_mean,auc_std,pr_mean,pr_std,train_s,test_s
0,0.9879389850101147,0.0012605723462131878,0.974630024491711,0.003129673435246897,25.534986877441405,24.303333266576132
2,0.9863105783607876,0.0014345368785618237,0.970486811892602,0.0038244210217037965,17.874875370661417,25.301837142308553
3,0.988646386972747,0.0009713413578325044,0.9761958396786675,0.002539207626403891,27.732343085606892,24.082871357599895
4,0.9886727731916019,0.0010282349004388921,0.9762256917734023,0.002455560826598253,27.437354358037314,24.22502744992574
