dataset,auc_mean,auc_std,pr_mean,pr_std,train_s,test_s
steam_labelled_opt,0.6879889657667436,0.0030543281465761655,0.5542567371971501,0.006820387982259499,3.015603955586751,1.5921886285146079
steam_full_opt,0.7043627877377028,0.007668446485889607,0.04182045591230325,0.0018122159359748192,36.76213971773783,35.432278299331664
